ForeCatch_2019,265.192,1.71561e-014
ForeCatch_2020,265.192,1.97372e-014
ForeCatch_2021,340.46,1.3875e-014
ForeCatch_2022,338.482,36.0158
ForeCatch_2023,326.19,48.5797
ForeCatch_2024,322.757,43.7873
OFLCatch_2019,391.639,69.9279
OFLCatch_2020,389.255,66.9564
OFLCatch_2021,386.887,63.9172
OFLCatch_2022,380.438,60.8835
OFLCatch_2023,374.931,55.8387
OFLCatch_2024,370.985,50.3303
